"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"11-Oct-2024","EQ","1,678.10","1,690.25","1,658.65","1,678.10","1,683.10","1,687.40","1,679.94","1,779.00","895.45","23,67,678","3,97,75,63,789.10","1,08,341"
"10-Oct-2024","EQ","1,686.60","1,698.95","1,665.00","1,678.10","1,676.35","1,678.10","1,673.96","1,779.00","895.45","50,47,657","8,44,95,64,270.45","1,71,894"
"09-Oct-2024","EQ","1,666.75","1,704.60","1,661.05","1,657.45","1,685.25","1,678.10","1,684.51","1,779.00","895.45","34,14,614","5,75,19,45,660.05","1,69,649"
"08-Oct-2024","EQ","1,662.60","1,679.50","1,652.00","1,662.05","1,660.70","1,657.45","1,661.86","1,779.00","895.45","52,24,335","8,68,21,31,114.85","1,53,127"
"07-Oct-2024","EQ","1,651.00","1,670.00","1,642.45","1,640.90","1,662.60","1,662.05","1,657.94","1,779.00","895.45","53,87,707","8,93,25,05,100.45","3,36,860"
"04-Oct-2024","EQ","1,670.05","1,686.70","1,630.15","1,673.45","1,644.00","1,640.90","1,653.76","1,779.00","895.45","85,76,527","14,18,35,50,969.65","2,91,710"
"03-Oct-2024","EQ","1,665.00","1,695.00","1,665.00","1,698.70","1,684.60","1,673.45","1,679.94","1,779.00","895.45","72,00,276","12,09,60,44,656.35","2,38,761"
"01-Oct-2024","EQ","1,705.00","1,722.85","1,696.00","1,709.55","1,704.75","1,698.70","1,706.30","1,779.00","895.45","36,49,090","6,22,64,49,706.40","1,33,978"
"30-Sep-2024","EQ","1,714.00","1,733.00","1,704.20","1,734.60","1,713.35","1,709.55","1,713.34","1,779.00","895.45","69,07,288","11,83,45,51,074.85","2,14,418"
"27-Sep-2024","EQ","1,755.20","1,763.45","1,722.50","1,771.10","1,737.00","1,734.60","1,734.84","1,779.00","895.45","71,16,861","12,34,65,79,695.75","2,69,204"
"26-Sep-2024","EQ","1,770.00","1,779.00","1,746.15","1,760.40","1,767.15","1,771.10","1,765.58","1,779.00","895.45","74,17,423","13,09,60,38,434.05","1,85,575"
"25-Sep-2024","EQ","1,755.55","1,766.90","1,745.00","1,756.65","1,761.00","1,760.40","1,754.28","1,767.55","895.45","40,17,103","7,04,71,42,964.35","1,80,716"
"24-Sep-2024","EQ","1,752.00","1,767.55","1,746.10","1,750.45","1,757.00","1,756.65","1,758.03","1,767.55","895.45","75,79,205","13,32,44,94,276.70","2,48,064"
"23-Sep-2024","EQ","1,719.00","1,754.25","1,719.00","1,711.75","1,751.15","1,750.45","1,741.76","1,754.25","895.45","50,01,827","8,71,19,62,679.50","2,03,386"
"20-Sep-2024","EQ","1,671.00","1,723.40","1,666.00","1,664.85","1,710.00","1,711.75","1,703.23","1,723.40","895.45","2,16,46,275","36,86,85,31,854.95","4,01,560"
"19-Sep-2024","EQ","1,647.70","1,711.70","1,647.70","1,654.90","1,672.00","1,664.85","1,673.51","1,711.70","895.45","84,98,240","14,22,18,48,051.35","2,58,313"
"18-Sep-2024","EQ","1,655.20","1,670.95","1,647.85","1,661.75","1,650.10","1,654.90","1,659.44","1,670.95","895.45","31,71,195","5,26,24,05,080.20","1,49,155"
"17-Sep-2024","EQ","1,650.00","1,666.05","1,638.50","1,635.45","1,663.00","1,661.75","1,657.10","1,666.05","895.45","42,23,072","6,99,80,72,025.45","1,66,923"
"16-Sep-2024","EQ","1,634.45","1,652.95","1,630.10","1,634.45","1,636.45","1,635.45","1,642.61","1,654.90","895.45","37,62,063","6,17,95,97,499.95","1,39,236"
"13-Sep-2024","EQ","1,651.00","1,654.90","1,631.05","1,646.75","1,632.20","1,634.45","1,635.27","1,654.90","883.60","56,09,618","9,17,32,16,407.55","1,94,137"
"12-Sep-2024","EQ","1,596.15","1,652.80","1,590.10","1,577.80","1,634.00","1,646.75","1,626.30","1,652.80","883.60","1,22,04,496","19,84,82,02,397.45","2,96,745"
"11-Sep-2024","EQ","1,578.45","1,598.90","1,574.45","1,577.85","1,579.40","1,577.80","1,586.85","1,608.40","883.60","59,94,914","9,51,30,33,635.80","1,97,562"
"10-Sep-2024","EQ","1,545.15","1,586.00","1,545.15","1,542.65","1,577.10","1,577.85","1,571.48","1,608.40","883.60","61,63,457","9,68,57,64,900.40","2,07,249"
"09-Sep-2024","EQ","1,523.25","1,546.75","1,523.25","1,539.25","1,541.00","1,542.65","1,539.52","1,608.40","883.60","39,12,508","6,02,33,87,316.00","1,07,173"
"06-Sep-2024","EQ","1,552.80","1,555.60","1,530.20","1,547.20","1,540.10","1,539.25","1,539.41","1,608.40","858.40","54,97,805","8,46,33,94,332.35","2,11,219"
"05-Sep-2024","EQ","1,559.00","1,563.00","1,541.50","1,561.90","1,545.05","1,547.20","1,550.76","1,608.40","858.40","56,52,812","8,76,61,44,144.70","2,22,657"
"04-Sep-2024","EQ","1,558.00","1,566.00","1,542.00","1,560.60","1,561.30","1,561.90","1,552.00","1,608.40","858.40","52,13,811","8,09,18,28,843.80","1,42,070"
"03-Sep-2024","EQ","1,579.00","1,579.00","1,558.60","1,571.35","1,559.05","1,560.60","1,564.07","1,608.40","858.40","45,46,295","7,11,07,23,534.90","1,04,090"
"02-Sep-2024","EQ","1,605.00","1,605.00","1,565.50","1,589.05","1,576.75","1,571.35","1,577.22","1,608.40","858.40","48,90,314","7,71,31,18,140.00","1,87,443"
"30-Aug-2024","EQ","1,576.00","1,608.40","1,561.60","1,565.90","1,584.00","1,589.05","1,589.37","1,608.40","847.05","3,78,20,442","60,11,06,58,279.35","3,28,853"
"29-Aug-2024","EQ","1,565.00","1,571.70","1,545.95","1,556.35","1,565.00","1,565.90","1,561.10","1,571.70","847.05","80,36,748","12,54,61,76,112.90","2,22,292"
"28-Aug-2024","EQ","1,527.95","1,564.50","1,521.65","1,522.75","1,554.00","1,556.35","1,547.48","1,564.50","847.05","62,25,319","9,63,35,26,775.10","1,93,408"
"27-Aug-2024","EQ","1,518.00","1,526.35","1,502.00","1,513.55","1,520.65","1,522.75","1,519.06","1,536.25","847.05","39,65,066","6,02,31,66,020.95","1,20,915"
"26-Aug-2024","EQ","1,509.00","1,520.70","1,505.00","1,506.75","1,512.00","1,513.55","1,514.60","1,536.25","847.05","43,07,432","6,52,40,19,566.00","1,16,614"
"23-Aug-2024","EQ","1,493.00","1,510.00","1,479.35","1,486.35","1,510.00","1,506.75","1,496.53","1,536.25","847.05","62,38,112","9,33,54,93,519.10","1,76,667"
"22-Aug-2024","EQ","1,473.70","1,499.90","1,465.00","1,463.45","1,486.90","1,486.35","1,486.36","1,536.25","847.05","67,81,325","10,07,95,14,201.05","2,37,518"
"21-Aug-2024","EQ","1,453.00","1,466.60","1,447.70","1,449.15","1,466.60","1,463.45","1,457.05","1,536.25","847.05","61,75,510","8,99,80,24,468.00","1,93,971"
"20-Aug-2024","EQ","1,480.00","1,484.75","1,446.50","1,469.65","1,449.00","1,449.15","1,454.10","1,536.25","847.05","1,00,46,892","14,60,92,24,549.20","2,05,415"
"19-Aug-2024","EQ","1,487.00","1,489.10","1,464.30","1,483.55","1,470.00","1,469.65","1,471.02","1,536.25","847.05","44,04,075","6,47,85,02,561.20","1,86,308"
"16-Aug-2024","EQ","1,480.00","1,491.00","1,468.10","1,471.70","1,485.90","1,483.55","1,482.19","1,536.25","847.05","71,76,426","10,63,68,44,703.65","2,26,556"
"14-Aug-2024","EQ","1,453.10","1,480.10","1,453.10","1,459.70","1,473.25","1,471.70","1,469.34","1,536.25","847.05","58,91,784","8,65,70,47,426.05","2,10,601"
"13-Aug-2024","EQ","1,468.00","1,478.40","1,450.35","1,458.60","1,458.75","1,459.70","1,464.23","1,536.25","847.05","44,95,208","6,58,20,39,897.40","2,30,986"
"12-Aug-2024","EQ","1,466.00","1,477.50","1,445.00","1,464.10","1,463.40","1,458.60","1,458.73","1,536.25","847.05","40,28,226","5,87,60,78,202.10","1,52,239"
"09-Aug-2024","EQ","1,465.00","1,482.00","1,457.30","1,451.80","1,463.30","1,464.10","1,469.69","1,536.25","847.05","36,15,910","5,31,42,56,491.30","1,91,256"
"08-Aug-2024","EQ","1,435.00","1,466.50","1,430.00","1,441.75","1,449.05","1,451.80","1,451.36","1,536.25","847.05","59,86,360","8,68,83,69,190.55","2,41,299"
"07-Aug-2024","EQ","1,452.00","1,454.90","1,422.60","1,443.55","1,437.45","1,441.75","1,438.06","1,536.25","847.05","57,00,734","8,19,79,71,710.80","2,40,181"
"06-Aug-2024","EQ","1,483.10","1,492.90","1,431.10","1,465.70","1,445.55","1,443.55","1,452.89","1,536.25","847.05","82,49,573","11,98,56,92,004.55","2,73,433"
"05-Aug-2024","EQ","1,482.00","1,488.00","1,451.50","1,493.80","1,469.00","1,465.70","1,465.71","1,536.25","847.05","51,11,901","7,49,25,55,994.65","2,37,596"
"02-Aug-2024","EQ","1,494.10","1,505.15","1,483.60","1,505.50","1,492.70","1,493.80","1,494.08","1,536.25","847.05","33,35,905","4,98,41,15,358.15","1,44,749"
"01-Aug-2024","EQ","1,485.00","1,511.00","1,485.00","1,491.55","1,502.10","1,505.50","1,504.40","1,536.25","847.05","45,31,379","6,81,70,00,498.05","2,42,216"
"31-Jul-2024","EQ","1,477.85","1,504.15","1,473.15","1,470.35","1,493.00","1,491.55","1,490.87","1,536.25","847.05","56,34,305","8,39,99,92,828.65","2,21,143"
"30-Jul-2024","EQ","1,484.40","1,484.90","1,464.05","1,481.35","1,468.90","1,470.35","1,472.41","1,536.25","847.05","42,63,689","6,27,79,16,506.95","1,35,607"
"29-Jul-2024","EQ","1,525.00","1,525.00","1,477.05","1,514.40","1,482.85","1,481.35","1,488.19","1,536.25","847.05","45,89,313","6,82,97,68,789.40","1,66,069"
"26-Jul-2024","EQ","1,450.25","1,520.00","1,449.15","1,449.15","1,511.75","1,514.40","1,499.22","1,536.25","847.05","95,64,987","14,33,99,89,863.50","3,15,332"
"25-Jul-2024","EQ","1,445.00","1,454.00","1,440.10","1,455.20","1,449.75","1,449.15","1,448.91","1,536.25","847.05","42,77,756","6,19,80,77,834.90","1,47,470"
"24-Jul-2024","EQ","1,466.00","1,475.60","1,436.55","1,465.70","1,454.90","1,455.20","1,453.76","1,536.25","847.05","45,29,339","6,58,45,75,989.40","1,90,939"
"23-Jul-2024","EQ","1,470.00","1,470.00","1,428.45","1,465.40","1,465.40","1,465.70","1,456.26","1,536.25","847.05","29,36,143","4,27,57,79,944.95","1,47,816"
"22-Jul-2024","EQ","1,450.00","1,472.00","1,449.05","1,461.75","1,463.90","1,465.40","1,465.09","1,536.25","847.05","35,60,584","5,21,65,92,684.80","2,05,570"
"19-Jul-2024","EQ","1,480.00","1,480.00","1,451.95","1,483.65","1,463.05","1,461.75","1,461.95","1,536.25","847.05","38,58,596","5,64,10,85,230.60","1,66,375"
"18-Jul-2024","EQ","1,466.00","1,485.95","1,459.05","1,466.50","1,480.60","1,483.65","1,475.24","1,536.25","847.05","64,70,342","9,54,52,97,101.90","2,68,043"
"16-Jul-2024","EQ","1,452.00","1,473.30","1,445.00","1,437.60","1,463.60","1,466.50","1,463.43","1,536.25","847.05","69,67,651","10,19,66,70,529.45","1,93,572"
"15-Jul-2024","EQ","1,433.25","1,440.00","1,426.05","1,433.25","1,436.05","1,437.60","1,435.44","1,536.25","847.05","33,24,806","4,77,25,55,198.85","1,63,122"
"12-Jul-2024","EQ","1,442.00","1,447.60","1,421.45","1,437.95","1,429.90","1,433.25","1,434.83","1,536.25","847.05","63,42,135","9,09,98,68,179.45","2,31,150"
"11-Jul-2024","EQ","1,450.00","1,450.85","1,428.00","1,445.05","1,438.75","1,437.95","1,436.85","1,536.25","847.05","41,78,558","6,00,39,64,241.80","1,75,796"
"10-Jul-2024","EQ","1,441.00","1,448.75","1,426.15","1,435.55","1,444.95","1,445.05","1,440.62","1,536.25","847.05","34,16,762","4,92,22,63,197.90","1,63,036"
"09-Jul-2024","EQ","1,436.00","1,441.65","1,428.15","1,435.15","1,434.35","1,435.55","1,434.26","1,536.25","847.05","28,97,480","4,15,57,30,776.55","1,22,682"
"08-Jul-2024","EQ","1,431.00","1,438.85","1,423.15","1,429.70","1,434.55","1,435.15","1,434.03","1,536.25","847.05","32,61,797","4,67,75,15,531.00","1,00,128"
"05-Jul-2024","EQ","1,422.50","1,433.60","1,416.85","1,423.05","1,429.25","1,429.70","1,425.28","1,536.25","847.05","48,81,198","6,95,70,49,989.80","1,90,753"
"04-Jul-2024","EQ","1,418.00","1,441.10","1,411.50","1,419.85","1,424.45","1,423.05","1,423.74","1,536.25","847.05","95,70,938","13,62,65,07,680.95","2,71,028"
"03-Jul-2024","EQ","1,427.95","1,432.40","1,408.45","1,418.95","1,421.65","1,419.85","1,420.69","1,536.25","847.05","82,61,388","11,73,69,00,893.75","3,60,185"
"02-Jul-2024","EQ","1,462.00","1,473.40","1,417.00","1,454.00","1,419.05","1,418.95","1,435.32","1,536.25","847.05","77,92,632","11,18,49,42,511.95","3,15,887"
"01-Jul-2024","EQ","1,450.00","1,466.80","1,449.25","1,444.05","1,458.00","1,454.00","1,455.75","1,536.25","847.05","60,11,806","8,75,17,08,327.75","2,34,540"
"28-Jun-2024","EQ","1,536.25","1,536.25","1,436.65","1,475.80","1,449.00","1,444.05","1,469.84","1,536.25","846.35","2,91,45,832","42,83,96,96,769.10","6,39,062"
"27-Jun-2024","EQ","1,464.00","1,489.00","1,440.05","1,459.50","1,480.00","1,475.80","1,467.71","1,489.00","846.35","1,96,75,528","28,87,80,01,926.50","3,75,126"
"26-Jun-2024","EQ","1,414.95","1,479.95","1,408.95","1,414.95","1,462.00","1,459.50","1,448.35","1,479.95","846.35","95,79,826","13,87,49,33,244.65","2,51,594"
"25-Jun-2024","EQ","1,434.00","1,434.00","1,409.85","1,419.80","1,415.60","1,414.95","1,418.18","1,455.95","846.35","63,53,748","9,01,07,46,033.70","1,67,773"
"24-Jun-2024","EQ","1,402.00","1,423.80","1,389.35","1,416.05","1,418.35","1,419.80","1,416.03","1,455.95","846.35","61,95,831","8,77,34,81,017.60","1,53,354"
"21-Jun-2024","EQ","1,384.95","1,423.95","1,372.85","1,381.15","1,403.75","1,416.05","1,413.35","1,455.95","826.85","4,39,29,578","62,08,77,86,596.50","4,40,451"
"20-Jun-2024","EQ","1,405.95","1,406.95","1,376.25","1,392.35","1,380.95","1,381.15","1,386.79","1,455.95","826.85","87,42,855","12,12,45,17,992.70","2,00,651"
"19-Jun-2024","EQ","1,433.95","1,434.80","1,388.30","1,428.35","1,393.90","1,392.35","1,407.71","1,455.95","826.85","86,40,918","12,16,38,82,182.85","2,66,912"
"18-Jun-2024","EQ","1,444.00","1,444.00","1,418.00","1,427.40","1,427.55","1,428.35","1,427.52","1,455.95","826.85","86,71,131","12,37,81,85,076.50","2,94,834"
"14-Jun-2024","EQ","1,434.00","1,434.00","1,420.95","1,425.75","1,429.40","1,427.40","1,426.48","1,455.95","819.00","39,78,442","5,67,51,58,029.25","1,77,516"
"13-Jun-2024","EQ","1,449.00","1,455.95","1,420.45","1,438.40","1,425.00","1,425.75","1,433.83","1,455.95","819.00","79,90,376","11,45,68,55,785.80","3,00,216"
"12-Jun-2024","EQ","1,425.00","1,447.85","1,422.10","1,427.25","1,436.00","1,438.40","1,442.03","1,447.85","819.00","48,76,138","7,03,15,30,760.05","1,98,759"
"11-Jun-2024","EQ","1,426.00","1,434.60","1,413.00","1,426.05","1,426.45","1,427.25","1,425.62","1,436.65","819.00","44,16,792","6,29,66,78,087.40","1,50,666"
"10-Jun-2024","EQ","1,421.05","1,436.65","1,421.05","1,425.25","1,421.05","1,426.05","1,430.30","1,436.65","819.00","53,18,477","7,60,70,28,700.55","2,40,111"
"07-Jun-2024","EQ","1,370.60","1,430.65","1,363.15","1,370.60","1,419.55","1,425.25","1,404.38","1,430.65","819.00","1,22,80,748","17,24,68,14,225.75","4,25,279"
"06-Jun-2024","EQ","1,359.00","1,376.25","1,329.00","1,344.35","1,374.00","1,370.60","1,358.14","1,420.45","819.00","1,02,79,789","13,96,13,95,349.75","4,52,137"
"05-Jun-2024","EQ","1,325.65","1,348.75","1,279.85","1,299.70","1,344.10","1,344.35","1,322.67","1,420.45","819.00","1,21,75,520","16,10,41,99,442.95","6,32,998"
"04-Jun-2024","EQ","1,391.10","1,397.00","1,219.05","1,391.10","1,291.95","1,299.70","1,309.16","1,420.45","819.00","1,99,24,421","26,08,43,27,621.20","4,61,290"
"03-Jun-2024","EQ","1,415.30","1,420.45","1,385.00","1,372.75","1,400.00","1,391.10","1,396.81","1,420.45","819.00","60,17,122","8,40,47,90,074.05","2,29,426"
"31-May-2024","EQ","1,380.00","1,388.00","1,338.00","1,377.15","1,370.05","1,372.75","1,364.59","1,407.00","812.80","2,48,25,643","33,87,69,45,475.10","3,54,052"
"30-May-2024","EQ","1,378.80","1,386.45","1,363.50","1,377.10","1,381.55","1,377.15","1,376.86","1,407.00","812.80","71,00,303","9,77,61,55,940.95","2,27,867"
"29-May-2024","EQ","1,355.50","1,390.25","1,355.50","1,371.05","1,374.50","1,377.10","1,375.05","1,407.00","812.80","44,45,083","6,11,22,13,290.30","1,66,495"
"28-May-2024","EQ","1,384.80","1,386.95","1,366.90","1,384.35","1,369.50","1,371.05","1,375.70","1,407.00","812.80","20,68,963","2,84,62,66,079.85","1,04,100"
"27-May-2024","EQ","1,396.00","1,407.00","1,378.00","1,388.50","1,380.40","1,384.35","1,392.56","1,407.00","812.80","65,53,974","9,12,67,74,633.40","2,12,848"
"24-May-2024","EQ","1,375.50","1,397.75","1,374.05","1,374.05","1,389.50","1,388.50","1,388.97","1,397.75","795.00","56,22,368","7,80,92,76,082.05","1,96,086"
"23-May-2024","EQ","1,350.75","1,377.30","1,344.30","1,347.90","1,375.50","1,374.05","1,366.50","1,377.30","795.00","71,47,341","9,76,68,54,002.40","2,24,269"
"22-May-2024","EQ","1,342.15","1,351.00","1,329.55","1,344.30","1,347.00","1,347.90","1,339.77","1,362.75","795.00","30,26,723","4,05,51,21,982.05","1,66,673"
"21-May-2024","EQ","1,356.00","1,362.75","1,335.75","1,347.75","1,338.70","1,344.30","1,351.15","1,362.75","795.00","54,22,220","7,32,62,13,760.15","1,87,385"
"18-May-2024","EQ","1,347.95","1,351.00","1,341.45","1,344.45","1,350.00","1,347.75","1,347.30","1,360.00","783.90","1,49,406","20,12,94,435.35","5,619"
"17-May-2024","EQ","1,353.60","1,360.00","1,339.25","1,345.10","1,345.80","1,344.45","1,348.93","1,360.00","783.90","66,14,017","8,92,18,52,706.70","1,81,876"
